0,RARIORIAIRODHRU,759
1,BBBBBBIBBBBHBBB,886
2,KRGRXFEABGREPBG,751
3,OXOHXOOFOHOWEEO,772
4,PPPPPAPFFPFFAFF,808
5,VFVQFJMIFAMUVYJ,744
6,JJNNNSIIRJISYSD,756
7,IJIJJIDASVGSJWR,751
8,EHQHLJFVLQQQFBH,752
9,BOBKOKKOKKBKHKK,795
10,ERRYEEDEEREYYDF,773
11,HHBVNHHIUHUHNWH,767
12,AAJOAKONWSKQANY,746
13,YJYJCYCKFCYKCKK,772
14,HHHRLAHHUUHRHTU,774
15,ATCCSSOCMBHPCMJ,744
16,LLLLLLMLLLKQBLQ,823
17,UYNBENDYUOUBUNN,754
18,DDDDDADQHHDDWDD,813
19,QQQQFQJWQNQQQQQ,829
20,LLLLJLXLXLSFXLL,801
21,FMMDSXNDKMUXNNN,756
22,UUUIIFGUUWGUWUW,786
23,CCCBJDJDUJDBNVN,762
24,RRRHFFFWXXFRDRR,772
25,TTTUUWMNNNTTSNN,774
26,NNRKRNPNURINPPX,758
27,JJFBJJJPRBVWGFF,756
28,MMMQTCNFQQMNAJF,752
29,CMCCCYMCFIFCCCL,786
30,XDUXDJTDJRXONDD,756
31,LLLLAALLONEOYPL,773
32,EXEEOEOOJAEVOJA,771
33,EXXFYFYFQBMMLXX,759
34,PXQXXSCXXFJGSCU,753
35,XXXXEXXXQQVIWRX,782
36,IHFAYXPYRWWBFFE,736
37,PWFPFVVTNNVFUPV,753
38,YYXIXYYYOYYYYUS,798
39,KXTBWKTKXBKAKQT,758
40,AAASGBWECQGOFYV,734
41,WWWAWWOMRPXWLPX,763
42,AAAYAAAAABLGALB,804
43,JJQICVQQUKMQQLY,745
44,EEEEWFEECGXWWEK,773
45,IMDDIMKDQDMGMXL,753
46,GGGGLGXRGKYGDTT,764
47,CCCWCCCXWICPPDW,776
48,MMMSLJWMFMYEMLW,756
49,BHJOHWIJJHYLHPH,745
50,HQNVPYFHHRUFHFQ,747
51,QDQQDQBDPQSDFBX,762
52,LVVLQVSVVCBVFCW,757
53,PPDPPPPYPHDRHQP,782
54,EEEVJELEKEDEFLV,764
55,GGGKYKDKGGGDBKG,785
56,XXXDDXXEXGXXHHD,784
57,SDGDWTWDGDJGWPG,759
58,YKKKFKFHCGVSKKY,762
59,WWMNWWWMWWWWUWG,813
60,GSGSSBEPBBSUEKB,757
61,AAAHAAALAFBSVXA,771
62,WHWWWHHLWWWXSWP,784
63,JJJJJJDJJJOTJOD,831
64,WMBWBKKMKMKKBKK,791
65,PPPPPPUPTNOPETP,799
66,NNNNUNBNNNEHBPB,786
67,XXGIGVIIONIGIOW,765
68,FLGATGEETETEAUB,756
69,HFFYFQFYQFOFFFE,783
70,OXXOXNGXXOOHQOH,775
71,APKKKOKKKNLKKKP,798
72,RRDBLRFDDGLDPTQ,745
73,IIIDIDDIVIQWIID,792
74,SUSSYDHHUNKUSDT,753
75,EYETETXGGGDEENE,763
76,WLBCBUBELBMUXUR,748
77,RRRRRRGRWHWWCRR,810
78,IIYIIMIIRDIIIMI,810
79,WWVVVVEALFDEKKD,758
80,SLNNFLCILBJLSLB,758
81,LSLLLSSYYLLSLSQ,798
82,IIRTLPIYUIUTLOL,752
83,DMUUUUMULUCUPHL,772
84,OIIUVOOBOBOPVKO,764
85,SSSSSSDSSSYSYXN,827
86,RDDBHDOVNDGLCUQ,731
87,HHJJHHHHJEHHJCH,808
88,XXYIYMYIMYMPPYP,773
89,QQPXSSSTCSCAPJC,752
90,HOOUOQRVVJVVEOK,748
91,UUUUPLLPUHPUPHP,791
92,KKBBBBLBBBBTHFI,790
93,JJVVVVVVUVIDVIV,807
94,RRCQRRRXURRRXWR,797
95,SORUSESAMBEROST,746
96,NVIINVVLQXVVTIX,761
97,OORDODOORHOQOON,784
98,WWWWWFWCLOWKTTC,776
99,QVQSYWTIETVTIEW,757
100,IMDMDMUIMIMSIBT,768
101,YWWWMNKYWPTSMCK,751
102,NNNNGJSLKKMNNAI,761
103,EEEECEEDEEEECEJ,836
104,LXXMCXHGABBTMAQ,741
105,BBBBBEEBBBBEBXB,847
106,WIIWKGIWGGUIGTI,762
107,GGWBKVBBBBLBSLI,762
108,GGCGSSHGCOMJGJA,755
109,AAPGQGGGHOTSLFW,739
110,PPPWQPPEWSEEPKH,764
111,RRRRRRXREEWBRVF,790
112,GRRRRRRRWRESGUS,805
113,TYJYYBTYJJJLYBS,773
114,XXXXESXXPEEXXXS,808
115,LNYULVVHVWVOUHA,746
116,LLNNSLYLNERLLXL,766
117,IAHHMELHUIHEAQD,746
118,AVABIVIABABBAIV,781
119,JTJJJWJJJAJMJMO,790
120,PKYYEPPPIKYOKKI,764
121,HHHHRMKKKHJKLJM,771
122,JRWRXKDDMRDRRXX,757
123,RRRRUMRRRRPURRL,818
124,SSVSPPXTMSSCPKS,755
125,GGGFUWLAUGEULGG,764
126,QQQQHVQQVCQQAEW,783
127,BBHNTBSLNPETBBL,757
128,VOVVVTVCVPGVCVQ,776
129,TTTTNJJITIQCPTR,762
130,MWWESWYMWMSVYGP,753
131,VCVVVVRSOVQVOUR,769
132,BBBBBUBGKRPBPLJ,772
133,JHLPLQAPHJEHNJJ,749
134,VVOOVVVUUNUBOOG,769
135,XFFOKPPPFTUOGVT,747
136,PPXXVWXVWWWUJPU,767
137,YYTYHYYYYDUUYHY,800
138,WWWWWWFEWEBWGAO,790
139,HNNSGGNNNDNHWTN,767
140,WKXWFKMSMGJGAKU,741
141,UURJJSJRHRPQORO,749
142,AAFKAXAXUFXAVKV,766
143,HNHPXLHXUOHLEXQ,745
144,KKKYKGDRDKLYOLP,755
145,OMNAYYNOOYPXPOI,750
146,EOOOEQUYOLGUYEO,765
147,CCCUCUCICCSCCIC,815
148,VVDDVJVVDBTGYVQ,760
149,LLLLIUIUAFFIHUG,765
150,HHHYHHOPPYGYDUY,761
151,MBBUBWJBDOBPDPT,747
152,OOOCCCOTBCMCNYC,763
153,GQEJYBCBGEYSYVS,745
154,SSSSISQECCWMDMS,761
155,YCTENBYXXEXCXTX,756
156,UWVWWHIWYBIHYOC,746
157,RXAAYRDRRRIHYIA,758
158,JOFOGTOXFXWFFIX,748
159,NNYINNIYTNTNTBT,776
160,SSQPAPSQDIQJTUP,746
161,LAUAAUXXAXJVAUL,765
162,JJEHJYRTJTJJJEJ,784
163,AAWAJKAJAYKRHKK,758
164,YYVFVYVKVKKKHYS,768
165,IIIIIIIIGMTIIIN,860
166,UIIIUIUUAUUUIQI,796
167,HHIKHIILILLLLIL,794
168,EERDJRGRRRREBIE,765
169,UUUCXFUUPFIIUCY,768
170,UMOOLSBQNPWJVKV,726
171,UUYSUUJSSHYAUAO,759
172,UUUTAUTUHUGHWUH,775
173,AAAPEASGHSPASEA,772
174,FLLUVHQPPLKLUFD,749
175,EYYQITCYCYANQCX,748
176,QFQQQAFQWPQHQQH,783
177,JJJJXEJWVTXDXVJ,765
178,VADDAXTENEMDPPO,741
179,TTHTTQHLNTKUNON,753
180,CCFLLIIUOJFIIUL,762
181,MMMJJFMAKMJAMXM,771
182,QHTEEHTTEHNJBBH,762
183,PPLCOMXXMMOOBIM,749
184,QGEQQBUBHQSEEBT,749
185,DDUDIDFDSDIDDPD,784
186,HHHHHHHDHVGHSQS,810
187,LLLLVTKFLNLTKLO,773
188,BBBHJBBMMBMBBUF,786
189,HBBDBBFXXDDBBFD,783
190,GGGJONWGJJTWJJG,770
191,BBBROROGOOOMROE,774
192,LVIVCVGCSTOGGCL,751
193,UUUCCDWKJUDDJVC,756
194,VVAVIVAUDLVNDPL,754
195,VMPMMFPMMYKCYXM,759
196,MRSSQQKQLQQIYYQ,756
197,CMCBNCBFFWUVBCK,748
198,YYYYYSYLDYYDYYY,837
199,PQPPPHQPXEQPFXJ,767
200,GIGMSEESEGKKKSQ,759
201,NBQNWDJPJUVLPYN,735
202,CECCAXCICIIEOIX,763
203,EEECEEUEUYMEPEE,789
204,RRJRFORHFRRFCEB,759
205,MMXXMXXXXYHXXSL,790
206,LOLOXIJOOVOVOOF,774
207,BBBBBQBRCWXBEOB,775
208,UWUODMRUORUUBOD,765
209,XDXDDXPBXMIBDID,766
210,VNVHQCVFVFFAFNX,753
211,IMNNDEYNNFYNFVK,756
212,LNDYNYNDNDNLYDD,782
213,NFJJVJQFQFRFFFF,777
214,SWWNNVSASAWJAOI,752
215,NNPQKNWDMKCEBME,740
216,YYQXFYTTFYEKCWX,748
217,IBIIIFIIKIYFIWB,779
218,XXWADAGAXXNGNNW,761
219,EQLLCJHJQEABCLL,754
220,CCCOJCMOSOCNOKJ,758
221,MMMMHEHHHENEHHH,803
222,JJQJTQJJJUJJTTA,791
223,DDDDDDPDJIMDPVD,802
224,VEEYEJEJVIIKEKV,763
225,OOOOYOIYSOOOULR,783
226,JJJJPJJXMKMJJIJ,792
227,WDUURFWFWMMIWRA,754
228,GGJGTRJJTYKKQXG,749
229,EJJEQEQPGWQQJWR,757
230,DUDDDDYSTDTDVDT,784
231,QBBFBQKQBKYLGAF,752
232,UUUIHKQUUUDUSHU,776
233,NPNNNNLWPNNBNWW,789
234,HHHHHHEHHHONHUY,819
235,YMEEEEEYCEEGEGX,794
236,BBBBNUBJUNBBNJB,796
237,UUGUIUUUIUKUGUU,815
238,TCTTDXCPXCCVRJE,748
239,HHHOFPUPPAHCUYF,752
240,GEEGHGHGHGEFGUT,778
241,CCCRSYRVTCWYYQV,752
242,SSSISSKKJDYISHP,763
243,OOIGINTNIVMOIYI,753
244,AJFXAAFITYAYTPU,746
245,IWIWWIVGWOISXHQ,751
246,SOVVSCCCCSSOCCW,783
247,WWWWWWYWWKWWNST,819
248,PPPTUPPMPPUUJGT,775
249,FFCOCVVXVUVYVSR,747
250,EEYEUEIYEUUYEUU,789
251,RSRRXRXGXJSRVLB,757
252,RABXRBBEJFQRQLE,744
253,YRRCCYCRCCYRFLY,777
254,IXQQQQQQKKBIQJJ,790
255,ACACCCACCCAAOAA,816
256,RRBBKHELVBVRBGB,753
257,HVMMFHVMHVSHQHH,770
258,IIMMIYVRRNNOSIO,750
259,WWWWYOMGQWMGQIJ,766
260,ITFTIBTCFSOFISF,753
